
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
66 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 775
66 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 453
66 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 443
66 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 402
66 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 484
66 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 598
66 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 765
66 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 824
66 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 800
66 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 834
66 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 971
66 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 957
66 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 980
66 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 929
66 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1040
66 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1269
66 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1468
66 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1662
66 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1523
66 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1542
66 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 2008
66 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 478
66 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 511
66 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 445
66 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 514
66 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 613
66 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 621
66 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 720
66 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 681
66 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 650
66 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 919
66 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 479
66 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 469
66 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 484
66 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 526
66 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 656
66 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 847
66 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 942
66 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 842
66 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 892
66 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 1089
67 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 2173
67 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 1790
67 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 1827
67 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 1683
67 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 1944
67 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 3349
67 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 2717
67 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 2967
67 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 2825
67 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 2923
67 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1019
67 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 875
67 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 920
67 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 813
67 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 944
67 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1392
67 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1129
67 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1230
67 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1217
67 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1230
67 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1154
67 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 915
67 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 907
67 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 870
67 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1000
67 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 1957
67 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1588
67 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1737
67 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1608
67 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1693
67 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1025
67 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 847
67 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 855
67 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 763
67 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 912
67 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1539
67 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1277
67 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1328
67 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1311
67 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1395
67 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 460
67 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 409
67 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 418
67 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 376
67 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 436
67 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 622
67 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 522
67 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 520
67 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 540
67 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 589
67 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 565
67 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 438
67 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 437
67 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 387
67 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 476
67 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 917
67 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 755
67 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 808
67 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 771
67 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 806
67 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1148
67 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 943
67 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 972
67 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 920
67 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1032
67 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1810
67 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1440
67 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1639
67 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1514
67 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1528
67 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 559
67 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 466
67 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 502
67 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 437
67 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 508
67 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 770
67 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 607
67 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 710
67 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 677
67 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 641
67 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 589
67 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 477
67 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 470
67 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 483
67 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 524
67 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1040
67 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 833
67 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 929
67 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 837
67 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 887
68 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 2102
68 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2131
68 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 1740
68 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 1788
68 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 1643
68 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 3009
68 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 3293
68 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 2640
68 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 2909
68 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 2747
68 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 979
68 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 996
68 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 849
68 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 903
68 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 787
68 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1186
68 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1371
68 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1089
68 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1211
68 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1180
68 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1123
68 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1135
68 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 891
68 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 885
68 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 856
68 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 1823
68 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1922
68 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1551
68 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1698
68 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1567
68 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 941
68 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 994
68 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 813
68 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 830
68 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 738
68 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1374
68 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1502
68 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1230
68 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1302
68 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1258
68 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 438
68 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 442
68 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 392
68 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 407
68 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 359
68 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 521
68 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 606
68 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 493
68 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 514
68 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 513
68 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 503
68 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 552
68 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 421
68 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 423
68 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 379
68 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 853
68 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 896
68 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 737
68 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 788
68 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 745
68 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1161
68 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1137
68 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 927
68 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 958
68 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 905
68 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1635
68 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1791
68 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1410
68 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1607
68 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1489
68 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 541
68 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 554
68 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 457
68 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 496
68 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 428
68 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 665
68 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 765
68 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 596
68 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 697
68 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 667
68 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 620
68 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 583
68 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 470
68 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 462
68 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 477
68 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 970
68 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 1026
68 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 814
68 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 910
68 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 822
69 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 2066
69 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2061
69 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2074
69 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 1688
69 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 1731
69 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 3008
69 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 2957
69 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3228
69 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 2575
69 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 2842
69 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 953
69 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 954
69 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 974
69 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 824
69 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 877
69 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1191
69 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1168
69 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1356
69 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1061
69 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1173
69 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1113
69 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1107
69 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1100
69 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 864
69 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 854
69 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 1817
69 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1789
69 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1872
69 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1514
69 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1669
69 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 956
69 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 916
69 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 960
69 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 783
69 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 797
69 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1345
69 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1342
69 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1463
69 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1187
69 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1254
69 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 424
69 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 423
69 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 435
69 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 378
69 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 393
69 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 524
69 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 507
69 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 596
69 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 479
69 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 490
69 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 532
69 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 493
69 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 525
69 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 405
69 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 404
69 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 821
69 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 835
69 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 867
69 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 708
69 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 764
69 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1110
69 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1145
69 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1114
69 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 905
69 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 934
69 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1663
69 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1615
69 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1765
69 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1388
69 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1588
69 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 529
69 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 531
69 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 539
69 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 446
69 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 484
69 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 667
69 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 661
69 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 760
69 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 582
69 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 683
69 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 581
69 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 614
69 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 575
69 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 459
69 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 450
